index,anode,cathode1,cathode2,cathode3,exp,condition,subject,stim,session,run
P2_control_sub-2009,"[11.349662175625149, -3.0196600769858604, 71.22660467569646]","[-22.498466978482597, -19.29524195919719, 58.31142059303628]","[44.33407991377967, -20.997914228558713, 58.56281590941276]","[12.24772440695362, 36.553425137110175, 76.15611186723815]",P2,control,sub-2009,sham,ses-baseline,run-baseline
P1_target_sub-035,"[76.4197283517263, -53.701129179411076, 4.698176338204784]","[71.09608421275692, -71.87844924029298, 28.504279125097803]","[73.36820356278508, -64.86677450375855, -22.48122254481747]","[83.78531856366502, -25.01732106005043, 8.24307094437277]",P1,target,sub-035,sham,ses-baseline,run-baseline
P7_control_sub-026,"[46.12637305308194, -35.457544725820405, 82.8402648674346]","[47.72858824714118, -82.96996889523588, 69.63629833027271]","[68.19815313420608, -4.322762511392725, 51.372682733822664]","[1.4135402236168944, -19.65562732474625, 95.74310011239022]",P7,control,sub-026,sham,ses-baseline,run-baseline
P8_control_sub-2524,"[43.770706774632316, 6.678512932554085, 102.01336436619539]","[48.78162016170227, -40.753071074012695, 91.65727571149675]","[63.079126215796315, 37.597110791991106, 68.2841330529975]","[-2.087842547012989, 19.298333822478508, 114.01941294090528]",P8,control,sub-2524,sham,ses-baseline,run-baseline
P1_target_sub-075,"[65.88636188178425, -74.01852699402146, 4.115171939840636]","[55.70670411220567, -91.15060166685134, 26.316328380289463]","[58.195581917181144, -80.32263328693664, -23.993836961716013]","[76.07905915643447, -46.696346154842466, 10.373213935304742]",P1,target,sub-075,sham,ses-baseline,run-baseline
P6_control_sub-6108,"[-66.13248683179518, 14.667450359723901, 41.875876988875625]","[-37.337488370243356, 53.14107598057225, 53.51600469810513]","[-65.78250801285651, 6.115720535229185, 3.3493232744800174]","[-61.18435806274911, -25.187375757285217, 70.89110611284204]",P6,control,sub-6108,sham,ses-baseline,run-baseline
P7_target_sub-092,"[43.9012629791637, 38.81977359698183, 59.16600284796047]","[37.55712565194119, 6.776323506278888, 81.85280025278654]","[64.96141378160823, 32.71140867067015, 25.914974351746658]","[13.673408520938105, 63.60852917406218, 55.50604201907804]",P7,target,sub-092,sham,ses-baseline,run-baseline
P6_control_sub-6133,"[-70.16308555239097, 19.7014157324691, 26.66194794392443]","[-42.47634474317625, 57.76916305119426, 42.9334289506146]","[-73.26682597921271, 14.892104734108203, -22.94789752829858]","[-69.00834198545809, -22.667002095156807, 52.983407621820504]",P6,control,sub-6133,sham,ses-baseline,run-baseline
P8_target_sub-2505,"[-61.82719627837073, 53.6665134145721, 54.34653293485545]","[-38.473533264742656, 84.29347867030336, 63.75882345155094]","[-78.71090869884638, 53.549624816647984, 18.55525785836375]","[-55.396298724358466, 18.63934196125313, 72.2440923669035]",P8,target,sub-2505,sham,ses-baseline,run-baseline
P4_control_sub-4015,"[4.724696315251524, -18.245831576758004, 75.5494513876349]","[-31.976973569144135, -31.027206227510508, 67.5175438619509]","[33.84925833648128, -41.19936470111987, 61.474214174238725]","[10.580616810568845, 21.179864705688484, 73.33721953445342]",P4,control,sub-4015,sham,ses-baseline,run-baseline
P3_control_sub-021,"[54.73455439584313, -20.622954050599194, 72.95639912357244]","[61.897932743960006, -68.56426505079588, 66.27088978168422]","[69.57641869141729, 9.501854192652765, 36.146775025232024]","[10.282928573060504, -8.78309234804014, 91.01474588787553]",P3,control,sub-021,sham,ses-baseline,run-baseline
P6_target_sub-6132,"[63.168379039946196, -70.1906676898209, -30.589743094778736]","[17.665961983908755, -105.32352409828593, -29.513757289549734]","[63.44465702556832, -33.51079557341818, -71.5914693709487]","[73.73232000685462, -45.77644809199946, 22.867259448883274]",P6,target,sub-6132,sham,ses-baseline,run-baseline
P1_control_sub-046,"[-42.870759446822426, -36.45359414946329, 80.75701838774279]","[-30.487486859054577, 11.575157957085159, 85.13755952196055]","[-68.01113883251784, -47.22631657167444, 40.541379597347024]","[-6.8280664670204745, -68.69703470169856, 90.58651888781564]",P1,control,sub-046,sham,ses-baseline,run-baseline
P3_target_sub-023,"[-62.95927211399633, -60.818668529997865, 61.28592195186178]","[-66.65377794680722, -21.392996739459207, 59.519376049241274]","[-66.98808576826667, -78.97521864836779, 26.490072460792604]","[-32.0571974867084, -73.61663717016803, 82.46345289636825]",P3,target,sub-023,sham,ses-baseline,run-baseline
P1_target_sub-1111,"[73.06943065347302, -64.2243463548046, 9.761769438809248]","[65.29429955535161, -77.90594003903436, 35.25759783798852]","[65.77154970502329, -76.71893127084262, -16.272465709059695]","[78.92774162201098, -34.97899976450241, 10.417604717327013]",P1,target,sub-1111,sham,ses-baseline,run-baseline
P7_target_sub-025,"[45.20467441941171, 34.00405447232355, 78.14148802502915]","[36.7859299641739, 1.5407407338473653, 99.29335999728193]","[64.50553881599966, 26.54940799097913, 44.76278745452474]","[15.267707364744323, 59.3910341788573, 73.71638686829723]",P7,target,sub-025,sham,ses-baseline,run-baseline
P1_target_sub-038,"[74.54534589956442, -38.879410734717574, 4.7914789088388]","[71.39899588263954, -55.828555752938385, 29.333799329765053]","[68.59723573847492, -50.626191707439816, -22.11442485654646]","[78.3670210753139, -9.702941245469683, 7.5156761487016395]",P1,target,sub-038,sham,ses-baseline,run-baseline
P3_control_sub-052,"[49.42331848058799, -17.87337998245671, 75.69657394058835]","[52.788865959926426, -66.03730217743407, 67.18741964672752]","[68.4413935835955, 12.104260922913136, 41.22872530615904]","[6.1204938587606055, -2.9431733773929647, 93.14595336867335]",P3,control,sub-052,sham,ses-baseline,run-baseline
P5_control_sub-5021,"[-69.44496621441597, 41.800649959452805, 23.071691983390135]","[-42.61449019045361, 79.46639106625175, 40.919263438256145]","[-73.3033120878324, 38.95706773949106, -26.632510721366348]","[-69.80955710596919, -0.79975561068821, 48.70853552618881]",P5,control,sub-5021,sham,ses-baseline,run-baseline
P3_target_sub-005,"[-65.19872967757412, -65.57942274132638, 51.58136838964055]","[-64.81779546486864, -26.088023876362918, 54.49329024318313]","[-67.20956261558423, -79.09359235639396, 14.400076238562766]","[-37.85763032428648, -83.7473933640284, 73.55668455207763]",P3,target,sub-005,sham,ses-baseline,run-baseline
P8_target_sub-2521,"[-40.73874996667019, 57.12338498929629, 75.54398655028271]","[-9.32972078498106, 79.28204509866147, 84.89299258607667]","[-55.07465172361747, 61.40854090415445, 38.868173357758934]","[-42.74218336980289, 20.583005557008843, 91.40607582188724]",P8,target,sub-2521,sham,ses-baseline,run-baseline
P3_control_sub-046,"[50.759658569076926, -42.46380821155598, 77.36876637767095]","[45.681140409733906, -86.35868575155698, 57.389630485593884]","[69.62256081891788, -9.181154304285084, 46.482649471071916]","[10.075329912488334, -25.986273582914222, 99.29299145281408]",P3,control,sub-046,sham,ses-baseline,run-baseline
P7_target_sub-009,"[43.584033889638306, 24.83988493776665, 70.85718372409211]","[36.43350884849161, -10.881621099871992, 86.5117049289314]","[65.59864721440063, 24.386321942511834, 38.27626073805515]","[12.114602939201227, 48.68139849603395, 68.60959303174643]",P7,target,sub-009,sham,ses-baseline,run-baseline
P3_target_sub-016,"[-66.67897721166936, -51.03092883968886, 41.344410381780975]","[-70.33529035785472, -11.396262077859335, 42.280711369541436]","[-60.84654856774258, -66.24578100280777, 5.2208638611971665]","[-44.52663170533257, -66.59708959530445, 69.12999504691324]",P3,target,sub-016,sham,ses-baseline,run-baseline
P6_target_sub-6105,"[56.867876182806725, -77.30988932867977, -42.39298819204962]","[7.898999456969195, -108.55767252948972, -39.41166102607358]","[57.625177938181935, -35.77630521951455, -84.49982363196362]","[75.64753591894257, -60.49578811548794, 11.276326095180206]",P6,target,sub-6105,sham,ses-baseline,run-baseline
P4_control_sub-4011,"[-8.12768665297888, -10.213237902470784, 96.16803127425403]","[-42.20388714605451, -25.36722999269084, 82.7473649874686]","[24.116210337409353, -31.183113738562902, 86.12526632307647]","[-4.754868398286634, 29.490245790685446, 94.59863017604917]",P4,control,sub-4011,sham,ses-baseline,run-baseline
P3_target_sub-010,"[-60.958507784240766, -54.70683503301952, 58.128691015753056]","[-64.26092603715082, -15.080108079916155, 57.71735238809252]","[-60.25558368187673, -72.19096676969018, 22.347331969845115]","[-36.33877178583651, -70.05282901157649, 84.65876049505759]",P3,target,sub-010,sham,ses-baseline,run-baseline
P3_target_sub-022,"[-63.645090057831396, -74.44057900141185, 44.30720942120153]","[-72.91960269151998, -36.517792212295355, 50.401803541743966]","[-60.32228305777089, -85.37768344136958, 6.119638774908445]","[-35.031451359559576, -88.70914844786601, 67.18323520036381]",P3,target,sub-022,sham,ses-baseline,run-baseline
P7_target_sub-043,"[56.29431202941521, 17.120998466400867, 57.57498268149761]","[44.40103761910842, -15.54770014289243, 76.78482049784688]","[72.1279441143069, 10.873109882636765, 22.03260893920369]","[33.44248632948087, 49.488440041406704, 60.97175965899945]",P7,target,sub-043,sham,ses-baseline,run-baseline
P4_target_sub-4006,"[-74.9081162327388, 38.05262694061653, 41.01590842151146]","[-50.94718078943388, 78.20931554360159, 57.23582763041597]","[-77.18256134197898, 32.44519877649339, -8.375486433067188]","[-71.88191930274039, -3.5388243146369076, 68.58907055649796]",P4,target,sub-4006,sham,ses-baseline,run-baseline
P3_target_sub-052,"[-69.23734420710501, -38.70457467363541, 45.189712645532545]","[-68.28448444706918, 1.0200001279271396, 45.26145176710536]","[-68.37037000572228, -56.23205693581761, 9.284946741411257]","[-49.99650896356758, -57.35755194430236, 74.25822834706649]",P3,target,sub-052,sham,ses-baseline,run-baseline
P4_control_sub-4010,"[-0.1044204262091486, -8.868878782738049, 98.75157895923418]","[-35.835135416836195, -24.32345395839108, 90.46011764404571]","[31.009085329561824, -30.935519118952417, 87.4014902133507]","[3.7339447744108174, 30.877827070367736, 97.03779499412957]",P4,control,sub-4010,sham,ses-baseline,run-baseline
P2_target_sub-2009,"[-10.700935887614884, -74.91468488943725, 25.927783193859174]","[-54.812496612534176, -37.20608105399285, 20.653143553668396]","[6.1538588414442135, -93.46073284097123, -28.017230119928445]","[32.83457391105041, -49.728454344306954, 53.76750572056704]",P2,target,sub-2009,sham,ses-baseline,run-baseline
P8_target_sub-2507,"[-45.73653159062701, 51.64897233402517, 77.84225943628785]","[-13.688461415334153, 72.97394911834287, 86.74359715613869]","[-62.41394200725646, 59.65160846822019, 42.69150908663105]","[-44.93549113063714, 13.197362099797465, 88.25120065259287]",P8,target,sub-2507,sham,ses-baseline,run-baseline
P7_target_sub-046,"[56.84144382191363, 18.389088968885495, 63.73953704763894]","[47.01563321154456, -15.837556839827108, 81.682058562497]","[70.11200676384229, 14.304003933391584, 26.488013523416946]","[32.01903579835573, 48.88578745091477, 69.31768602082664]",P7,target,sub-046,sham,ses-baseline,run-baseline
P7_target_sub-037,"[56.24973307882765, 41.00788237761204, 68.49915344573519]","[49.198707910463206, 6.556397784668946, 86.73787288684963]","[76.93992460985433, 38.73892623854537, 34.62517993855946]","[26.706785728137575, 67.3072310138234, 68.83327593265032]",P7,target,sub-037,sham,ses-baseline,run-baseline
P1_control_sub-016,"[-49.835316309692494, -15.722096272187779, 76.12044924575842]","[-36.92701981295057, 32.33016008303807, 74.12340094739733]","[-71.32121939712032, -32.35668309277175, 35.987970031075015]","[-14.447680539775197, -46.190446844976556, 92.27906861954096]",P1,control,sub-016,sham,ses-baseline,run-baseline
P4_target_sub-4004,"[-64.39073735083993, 30.850117110621042, 37.26828214272807]","[-34.651118067605424, 66.14866989628536, 54.69843561971577]","[-76.1485119952469, 34.17101283390406, -11.007976522632477]","[-58.25771849605829, -15.103622795740606, 55.402983524795594]",P4,target,sub-4004,sham,ses-baseline,run-baseline
P3_target_sub-034,"[-62.4254523953397, -45.404463831907066, 63.51469613892402]","[-61.82354063921425, -5.795065559157891, 60.279281373443396]","[-64.15648683535707, -64.51356381456377, 28.797476722945277]","[-36.25561232883916, -60.432993145010364, 89.15124911677039]",P3,target,sub-034,sham,ses-baseline,run-baseline
P7_control_sub-059,"[43.66668397377799, -32.39346580954868, 82.32924880711928]","[41.76982322891851, -80.04782514286069, 71.68623206802299]","[66.95845282500127, -4.54604918664592, 48.981692507338934]","[0.6225222889155777, -12.670586200777553, 96.32046203362789]",P7,control,sub-059,sham,ses-baseline,run-baseline
P7_control_sub-031,"[48.46287283958224, -25.084798302065327, 77.06151699656913]","[48.0430675467068, -72.8093687659749, 66.04738142050041]","[72.04282602797994, 3.789742980596848, 44.74151178197028]","[4.557880974663432, -6.563175107662165, 90.21776321146967]",P7,control,sub-031,sham,ses-baseline,run-baseline
P7_target_sub-069,"[40.52095834943691, 27.78745391798293, 71.99801408783249]","[33.13356757741391, -9.977738790544754, 82.4294871969483]","[65.57696257105259, 31.11602148027113, 42.51704145532951]","[8.50636140892167, 50.97172473290998, 68.41544896511301]",P7,target,sub-069,sham,ses-baseline,run-baseline
P6_target_sub-6112,"[60.02073986364777, -70.56955917720806, -22.298465651026564]","[16.18806478130369, -107.77073521844004, -20.92505357772825]","[58.9608518326913, -30.978150844557547, -66.22682217936534]","[76.69672184813902, -52.332204106566735, 31.74420577336435]",P6,target,sub-6112,sham,ses-baseline,run-baseline
P2_control_sub-2003,"[1.312097975512222, 4.685825008831585, 92.50021130677774]","[-32.40986363631871, -14.81398023954842, 85.67568485758662]","[34.5707016274322, -15.871162215672435, 86.01046848954383]","[1.8847162226393666, 43.70122461907479, 84.07515437972528]",P2,control,sub-2003,sham,ses-baseline,run-baseline
P1_target_sub-057,"[73.8724158269677, -60.53363640259289, -11.648992315619637]","[64.7601914435585, -78.98775748769512, 10.0048577890754]","[67.58118594450413, -67.03011479245413, -39.92745274048905]","[80.67322156502217, -32.22401360713624, -4.656232629574328]",P1,target,sub-057,sham,ses-baseline,run-baseline
P5_target_sub-5004,"[-50.223283324634366, 8.912495682480044, 79.76580020972148]","[-32.97968367993375, 55.48744596308754, 78.49564983402628]","[-74.83823442654332, -4.507903326387046, 39.255674283906444]","[-17.59833494798191, -24.960079268512175, 94.65188036246818]",P5,target,sub-5004,sham,ses-baseline,run-baseline
P3_target_sub-040,"[-67.38251831071463, -36.43006747611277, 34.34661175973602]","[-67.1432142859923, 3.178319921756812, 34.15143796221806]","[-68.7837697842737, -52.772635131183776, -1.9703939788877904]","[-40.72725372218535, -53.349385000120634, 58.2206455710574]",P3,target,sub-040,sham,ses-baseline,run-baseline
P8_target_sub-8137,"[-52.53496808434354, 33.6722027216135, 73.36171091112634]","[-25.80539929091024, 60.09555590103788, 86.30625940954268]","[-69.65420978336064, 41.379820122752236, 38.865004885498706]","[-46.693156459477784, -4.5866213959874855, 82.50264982230536]",P8,target,sub-8137,active,ses-baseline,run-baseline
P1_target_sub-1118,"[78.02124592236316, -45.93427905027753, -0.46170126122115906]","[64.10358051595672, -69.57651836592571, 28.089416644979906]","[68.9891245520928, -54.69098607306803, -37.82436118716312]","[82.98478796989038, -7.664151420171484, 8.479847220324858]",P1,target,sub-1118,active,ses-baseline,run-baseline
P4_target_sub-4152,"[-71.07197850631913, 51.338548547555035, 14.910712589007266]","[-41.32105156122996, 86.42558794369073, 33.28833139510838]","[-77.3700925965023, 50.76878894450326, -34.69038936966585]","[-72.87037768358931, 7.970904083756918, 38.77537223744374]",P4,target,sub-4152,active,ses-baseline,run-baseline
P1_target_sub-1141,"[70.1619275901204, -63.44787685638196, 2.70200338476036]","[58.082476651719006, -88.55137032346849, 30.295491023279382]","[59.8015373884653, -70.3116038662937, -34.734129630391315]","[78.03560156793927, -25.845691581824273, 13.116157708599195]",P1,target,sub-1141,active,ses-baseline,run-baseline
P4_target_sub-4196,"[-59.5372494447217, 39.756430175073895, 26.159818322444835]","[-31.704904995395587, 78.01829701593144, 40.57986704083049]","[-71.25727675331635, 35.98484041132682, -22.009368650127737]","[-59.20112582622916, -1.9531213339553646, 53.3802886880322]",P4,target,sub-4196,active,ses-baseline,run-baseline
