"Subject","Session","run","Experiment","Electrode","Rater","Method","X","Y","Z","Euclidean_Norm"
"sub-022","ses-2","run-01","P1","Anode","Kira","manually",84,-63,5,105.118980208143
"sub-022","ses-2","run-01","P1","Anode","Network","full-automated",77.03746541,-61.02598416,7.10287931,98.5362507607527
"sub-022","ses-2","run-01","P1","Cathode1","Kira","manually",75,-85,24,115.870617500728
"sub-022","ses-2","run-01","P1","Cathode1","Network","full-automated",68.45709009,-80.56384172,26.0586459,108.885071531488
"sub-022","ses-2","run-01","P1","Cathode2","Kira","manually",80,-67,-24,107.074740251845
"sub-022","ses-2","run-01","P1","Cathode2","Network","full-automated",72.42254863,-64.40823816,-22.76623589,99.5577630802295
"sub-022","ses-2","run-01","P1","Cathode3","Kira","manually",84,-35,18,92.7631392310545
"sub-022","ses-2","run-01","P1","Cathode3","Network","full-automated",82.10145353,-35.40048092,15.52955697,90.7469551047886
"sub-022","ses-2","run-02","P1","Anode","Kira","manually",85,-64,6,106.569226327303
"sub-022","ses-2","run-02","P1","Anode","Network","full-automated",77.67895661,-62.50333421,7.3219338,99.971484944242
"sub-022","ses-2","run-02","P1","Cathode1","Kira","manually",76,-85,25,116.730458750062
"sub-022","ses-2","run-02","P1","Cathode1","Network","full-automated",68.98937771,-81.77186825,26.193018,110.14647913509
"sub-022","ses-2","run-02","P1","Cathode2","Kira","manually",81,-69,-25,109.302333003463
"sub-022","ses-2","run-02","P1","Cathode2","Network","full-automated",73.18528022,-65.35187504,-22.56679211,100.678761008763
"sub-022","ses-2","run-02","P1","Cathode3","Kira","manually",85,-36,17,93.8616002420585
"sub-022","ses-2","run-02","P1","Cathode3","Network","full-automated",82.56710709,-36.90900695,15.72469239,91.7979733872529
"sub-022","ses-3","run-01","P1","Anode","Kira","manually",87,-57,-7,104.244903952184
"sub-022","ses-3","run-01","P1","Cathode1","Kira","manually",78,-79,12,111.664676599182
"sub-022","ses-3","run-01","P1","Cathode2","Kira","manually",73,-56,-40,100.324473584465
"sub-022","ses-3","run-01","P1","Cathode3","Kira","manually",92,-29,8,96.7935948294101
"sub-022","ses-3","run-02","P1","Anode","Kira","manually",87,-58,-6,104.732993846256
"sub-022","ses-3","run-02","P1","Cathode1","Kira","manually",79,-81,10,113.586971083835
"sub-022","ses-3","run-02","P1","Cathode2","Kira","manually",75,-56,-37,100.647901120689
"sub-022","ses-3","run-02","P1","Cathode3","Kira","manually",92,-31,6,97.2676719162127
"sub-022","ses-4","run-01","P1","Anode","Kira","manually",89,-59,-2,106.798876398584
"sub-022","ses-4","run-01","P1","Anode","Network","full-automated",79.22692568,-55.54486861,0.70843283,96.7607361416863
"sub-022","ses-4","run-01","P1","Cathode1","Kira","manually",84,-73,26,114.284732138637
"sub-022","ses-4","run-01","P1","Cathode1","Network","full-automated",73.56576838,-70.9658244,24.65871273,105.148098525899
"sub-022","ses-4","run-01","P1","Cathode2","Kira","manually",70,-72,-25,103.484298325881
"sub-022","ses-4","run-01","P1","Cathode2","Network","full-automated",70.06684442,-67.95644012,-22.30937323,100.125663916276
"sub-022","ses-4","run-01","P1","Cathode3","Kira","manually",90,-28,2,94.2761899951414
"sub-022","ses-4","run-01","P1","Cathode3","Network","full-automated",81.47464425,-28.87092226,6.88114177,86.7121555484919
"sub-022","ses-4","run-02","P1","Anode","Kira","manually",86,-60,0,104.861813831347
"sub-022","ses-4","run-02","P1","Anode","Network","full-automated",79.74905607,-56.84651949,0.77818869,97.9389825341278
"sub-022","ses-4","run-02","P1","Cathode1","Kira","manually",84,-74,25,114.703966801502
"sub-022","ses-4","run-02","P1","Cathode1","Network","full-automated",74.15554869,-72.1478913,24.61453029,106.349606120328
"sub-022","ses-4","run-02","P1","Cathode2","Kira","manually",70,-72,-25,103.484298325881
"sub-022","ses-4","run-02","P1","Cathode2","Network","full-automated",70.79915474,-69.58878531,-22.62573084,101.818677308556
"sub-022","ses-4","run-02","P1","Cathode3","Kira","manually",83,-30,4,88.3459110542191
"sub-022","ses-4","run-02","P1","Cathode3","Network","full-automated",81.53775439,-29.83908036,5.97823062,87.0316916360955
"sub-023","ses-1","run-01","P3","Anode","Kira","manually",-68,-56,68,111.283421945948
"sub-023","ses-1","run-01","P3","Anode","Network","full-automated",-60.21691167,-52.8541436,65.31259462,103.370072858436
"sub-023","ses-1","run-01","P3","Cathode1","Kira","manually",-72,-17,65,98.4784240328814
"sub-023","ses-1","run-01","P3","Cathode1","Network","full-automated",-63.17363347,-14.54022371,61.85798442,89.6032159458784
"sub-023","ses-1","run-01","P3","Cathode2","Kira","manually",-73,-76,36,111.359777298628
"sub-023","ses-1","run-01","P3","Cathode2","Network","full-automated",-66.00098852,-73.59804408,35.37199418,104.995145365339
"sub-023","ses-1","run-01","P3","Cathode3","Kira","manually",-36,-65,91,117.481913501611
"sub-023","ses-1","run-01","P3","Cathode3","Network","full-automated",-31.96717822,-62.63883537,85.38013247,110.613250564541
"sub-023","ses-1","run-02","P3","Anode","Kira","manually",-66,-56,68,110.072703246536
"sub-023","ses-1","run-02","P3","Anode","Network","full-automated",-58.82361365,-52.51627451,64.36371293,101.788330143438
"sub-023","ses-1","run-02","P3","Cathode1","Kira","manually",-70,-16,64,96.1873172512884
"sub-023","ses-1","run-02","P3","Cathode1","Network","full-automated",-61.7393776,-14.04167885,60.30358781,87.4382192986585
"sub-023","ses-1","run-02","P3","Cathode2","Kira","manually",-73,-76,35,111.04053313993
"sub-023","ses-1","run-02","P3","Cathode2","Network","full-automated",-65.4376654,-73.36061243,34.63847354,104.229033183122
"sub-023","ses-1","run-02","P3","Cathode3","Kira","manually",-35,-66,87,114.673449411797
"sub-023","ses-1","run-02","P3","Cathode3","Network","full-automated",-30.29559553,-61.91221415,83.96852018,108.635435060076
"sub-023","ses-2","run-01","P3","Anode","Kira","manually",-69,-66,61,113.304898393671
"sub-023","ses-2","run-01","P3","Anode","Network","full-automated",-61.36783026,-61.71914557,58.87851011,105.080647473664
"sub-023","ses-2","run-01","P3","Cathode1","Kira","manually",-71,-25,66,100.109939566459
"sub-023","ses-2","run-01","P3","Cathode1","Network","full-automated",-63.10827071,-22.59665569,62.27761383,91.4973434845934
"sub-023","ses-2","run-01","P3","Cathode2","Kira","manually",-75,-78,25,111.058543120284
"sub-023","ses-2","run-01","P3","Cathode2","Network","full-automated",-66.99405192,-75.83452879,22.77070353,103.718772113404
"sub-023","ses-2","run-01","P3","Cathode3","Kira","manually",-45,-82,82,124.390514107789
"sub-023","ses-2","run-01","P3","Cathode3","Network","full-automated",-36.82487783,-75.45291691,78.27562443,114.788011905983
"sub-023","ses-2","run-02","P3","Anode","Kira","manually",-66,-65,62,111.46748404804
"sub-023","ses-2","run-02","P3","Anode","Network","full-automated",-59.32804126,-61.55714921,58.21304231,103.430447130409
"sub-023","ses-2","run-02","P3","Cathode1","Kira","manually",-68,-25,65,97.3344748791506
"sub-023","ses-2","run-02","P3","Cathode1","Network","full-automated",-60.51756153,-22.26892212,60.70851843,88.5652547892773
"sub-023","ses-2","run-02","P3","Cathode2","Kira","manually",-75,-78,24,110.837719211467
"sub-023","ses-2","run-02","P3","Cathode2","Network","full-automated",-65.96633471,-75.99638478,22.21302794,103.055453154915
"sub-023","ses-2","run-02","P3","Cathode3","Kira","manually",-41,-81,80,121.004132160848
"sub-023","ses-2","run-02","P3","Cathode3","Network","full-automated",-34.89516855,-75.12527123,76.33548245,112.643619643494
"sub-023","ses-3","run-01","P3","Anode","Kira","manually",-74,-62,62,114.734476074108
"sub-023","ses-3","run-01","P3","Anode","Network","full-automated",-62.82334342,-58.14150587,60.2615418,104.683621466835
"sub-023","ses-3","run-01","P3","Cathode1","Kira","manually",-71,-21,65,98.5241087247177
"sub-023","ses-3","run-01","P3","Cathode1","Network","full-automated",-63.8631332,-19.01183819,61.24050387,90.5005474443949
"sub-023","ses-3","run-01","P3","Cathode2","Kira","manually",-74,-76,29,109.968177215047
"sub-023","ses-3","run-01","P3","Cathode2","Network","full-automated",-67.83658808,-73.3105693,25.0943571,102.985285413442
"sub-023","ses-3","run-01","P3","Cathode3","Kira","manually",-43,-74,84,119.920807202086
"sub-023","ses-3","run-01","P3","Cathode3","Network","full-automated",-38.33775375,-71.39585076,80.43129237,114.176808768893
"sub-023","ses-3","run-02","P3","Anode","Kira","manually",-71,-61,63,112.831733125039
"sub-023","ses-3","run-02","P3","Anode","Network","full-automated",-61.50381118,-58.66948149,60.32088674,104.227809269266
"sub-023","ses-3","run-02","P3","Cathode1","Kira","manually",-70,-22,66,98.6914383318026
"sub-023","ses-3","run-02","P3","Cathode1","Network","full-automated",-61.7411668,-19.48596599,62.05536536,89.6802259048891
"sub-023","ses-3","run-02","P3","Cathode2","Kira","manually",-84,-79,48,124.903963107661
"sub-023","ses-3","run-02","P3","Cathode2","Network","full-automated",-67.10136363,-73.52538431,25.01206044,102.636145223761
"sub-023","ses-3","run-02","P3","Cathode3","Kira","manually",-42,-74,84,119.565881421081
"sub-023","ses-3","run-02","P3","Cathode3","Network","full-automated",-36.95129113,-72.08086585,79.93774034,113.802862303744
"sub-023","ses-4","run-01","P3","Anode","Kira","manually",-75,-60,58,112.200713010212
"sub-023","ses-4","run-01","P3","Anode","Network","full-automated",-66.15900057,-58.67837807,54.63246071,103.946482252055
"sub-023","ses-4","run-01","P3","Cathode1","Kira","manually",-75,-21,62,99.5489829179585
"sub-023","ses-4","run-01","P3","Cathode1","Network","full-automated",-66.58744269,-19.99776366,58.0280372,90.5596553476206
"sub-023","ses-4","run-01","P3","Cathode2","Kira","manually",-77,-75,19,109.15585188161
"sub-023","ses-4","run-01","P3","Cathode2","Network","full-automated",-69.45616987,-73.90034214,19.05709817,103.192020486472
"sub-023","ses-4","run-01","P3","Cathode3","Kira","manually",-44,-75,76,115.485929878925
"sub-023","ses-4","run-01","P3","Cathode3","Network","full-automated",-41.920396,-73.91301701,76.33992214,114.2288816222
"sub-023","ses-4","run-02","P3","Anode","Kira","manually",-76,-63,71,121.597697346619
"sub-023","ses-4","run-02","P3","Anode","Network","full-automated",-69.36713645,-75.03261968,32.81239456,107.323561588672
"sub-023","ses-4","run-02","P3","Cathode1","Kira","manually",-74,-23,77,109.242848736199
"sub-023","ses-4","run-02","P3","Cathode1","Network","full-automated",-69.36713645,-75.03261968,32.81239456,107.323561588672
"sub-023","ses-4","run-02","P3","Cathode2","Kira","manually",-77,-75,33,112.441095690143
"sub-023","ses-4","run-02","P3","Cathode2","Network","full-automated",-69.36713645,-75.03261968,32.81239456,107.323561588672
"sub-023","ses-4","run-02","P3","Cathode3","Kira","manually",-44,-78,91,127.675369590223
"sub-023","ses-4","run-02","P3","Cathode3","Network","full-automated",-42.31815682,-75.91701462,91.14149884,125.940431618512
"sub-024","ses-1","run-01","P3","Anode","Kira","manually",-76,-64,48,110.34491379307
"sub-024","ses-1","run-01","P3","Anode","Network","full-automated",-68.29201419,-61.31589068,46.8965416,103.066596266925
"sub-024","ses-1","run-01","P3","Cathode1","Kira","manually",-80,-25,54,99.7045635866283
"sub-024","ses-1","run-01","P3","Cathode1","Network","full-automated",-71.48816834,-22.91380469,52.78172929,91.7687942866337
"sub-024","ses-1","run-01","P3","Cathode2","Kira","manually",-70,-74,9,102.259473888731
"sub-024","ses-1","run-01","P3","Cathode2","Network","full-automated",-65.06065059,-69.6762386,10.20885717,95.874330481916
"sub-024","ses-1","run-01","P3","Cathode3","Kira","manually",-58,-84,73,125.495019821505
"sub-024","ses-1","run-01","P3","Cathode3","Network","full-automated",-50.71334292,-79.29899439,72.99524733,119.115405360325
"sub-024","ses-1","run-02","P3","Anode","Kira","manually",-75,-64,48,109.658560997307
"sub-024","ses-1","run-02","P3","Anode","Network","full-automated",-67.7741761,-62.12194828,47.52999084,103.496741172789
"sub-024","ses-1","run-02","P3","Cathode1","Kira","manually",-79,-25,55,99.4535067255047
"sub-024","ses-1","run-02","P3","Cathode1","Network","full-automated",-70.33736346,-23.5585432,53.95184096,91.7232293325063
"sub-024","ses-1","run-02","P3","Cathode2","Kira","manually",-71,-74,9,102.946588093049
"sub-024","ses-1","run-02","P3","Cathode2","Network","full-automated",-64.60497329,-70.74558047,10.36135189,96.3643987312081
"sub-024","ses-1","run-02","P3","Cathode3","Kira","manually",-59,-84,76,127.722355130181
"sub-024","ses-1","run-02","P3","Cathode3","Network","full-automated",-51.01971279,-80.47724142,73.29859478,120.217642118242
"sub-024","ses-2","run-01","P3","Anode","Kira","manually",-76,-57,49,106.892469332503
"sub-024","ses-2","run-01","P3","Anode","Network","full-automated",-69.80617914,-54.82756249,47.35369398,100.60485370136
"sub-024","ses-2","run-01","P3","Cathode1","Kira","manually",-78,-18,55,97.1236325515062
"sub-024","ses-2","run-01","P3","Cathode1","Network","full-automated",-69.46161093,-14.87865562,54.10261205,89.2937983103085
"sub-024","ses-2","run-01","P3","Cathode2","Kira","manually",-74,-67,9,100.229736106607
"sub-024","ses-2","run-01","P3","Cathode2","Network","full-automated",-66.08433102,-64.8641746,9.52355607,93.0870456783255
"sub-024","ses-2","run-01","P3","Cathode3","Kira","manually",-63,-77,76,125.195846576474
"sub-024","ses-2","run-01","P3","Cathode3","Network","full-automated",-53.85197621,-73.79712973,74.18879871,117.68614851435
"sub-024","ses-2","run-02","P3","Anode","Kira","manually",-76,-57,49,106.892469332503
"sub-024","ses-2","run-02","P3","Anode","Network","full-automated",-69.68847895,-55.79888424,47.82530123,101.278127048903
"sub-024","ses-2","run-02","P3","Cathode1","Kira","manually",-77,-17,55,96.1405221537724
"sub-024","ses-2","run-02","P3","Cathode1","Network","full-automated",-69.55931561,-15.82365447,54.40992575,89.7180385933512
"sub-024","ses-2","run-02","P3","Cathode2","Kira","manually",-74,-68,11,101.098961418998
"sub-024","ses-2","run-02","P3","Cathode2","Network","full-automated",-66.22700062,-65.60413368,10.12090767,93.7675356351518
"sub-024","ses-2","run-02","P3","Cathode3","Kira","manually",-63,-79,75,125.837196408693
"sub-024","ses-2","run-02","P3","Cathode3","Network","full-automated",-54.22891764,-74.79747468,74.55381277,118.716926869993
"sub-024","ses-3","run-01","P3","Anode","Kira","manually",-79,-52,57,110.426446107805
"sub-024","ses-3","run-01","P3","Anode","Network","full-automated",-70.8509837,-49.38618666,55.69409787,102.76521717793
"sub-024","ses-3","run-01","P3","Cathode1","Kira","manually",-77,-12,64,100.841459727634
"sub-024","ses-3","run-01","P3","Cathode1","Network","full-automated",-68.46057568,-11.32975344,63.15820916,93.8305553630933
"sub-024","ses-3","run-01","P3","Cathode2","Kira","manually",-75,-63,19,99.7747463038619
"sub-024","ses-3","run-01","P3","Cathode2","Network","full-automated",-67.92690069,-60.97276924,18.27493472,93.089825787589
"sub-024","ses-3","run-01","P3","Cathode3","Kira","manually",-55,-70,80,119.687092035858
"sub-024","ses-3","run-01","P3","Cathode3","Network","full-automated",-52.27094907,-70.07959942,80.59734088,118.908930398323
"sub-024","ses-3","run-02","P3","Anode","Kira","manually",-78,-54,58,111.193524991341
"sub-024","ses-3","run-02","P3","Anode","Network","full-automated",-69.88879708,-53.17281952,56.35413748,104.343574330721
"sub-024","ses-3","run-02","P3","Cathode1","Kira","manually",-77,-17,67,103.474634572923
"sub-024","ses-3","run-02","P3","Cathode1","Network","full-automated",-67.97464407,-14.50871747,65.04025396,95.1908070889661
"sub-024","ses-3","run-02","P3","Cathode2","Kira","manually",-76,-66,19,102.435345462394
"sub-024","ses-3","run-02","P3","Cathode2","Network","full-automated",-67.57021925,-62.68228412,18.5399166,94.0134659478547
"sub-024","ses-3","run-02","P3","Cathode3","Kira","manually",-69,-83,88,139.262342361458
"sub-024","ses-3","run-02","P3","Cathode3","Network","full-automated",-51.46792536,-74.27107389,80.58733988,121.076253272766
"sub-024","ses-4","run-01","P3","Anode","Kira","manually",-69,-82,58,121.856472950763
"sub-024","ses-4","run-01","P3","Anode","Network","full-automated",-60.03018166,-78.52220058,57.90443878,114.552532597429
"sub-024","ses-4","run-01","P3","Cathode1","Kira","manually",-74,-50,77,117.919464042201
"sub-024","ses-4","run-01","P3","Cathode1","Network","full-automated",-64.4933077,-45.822149,75.31558876,109.231378217665
"sub-024","ses-4","run-01","P3","Cathode2","Kira","manually",-63,-80,16,103.077640640442
"sub-024","ses-4","run-01","P3","Cathode2","Network","full-automated",-61.79256414,-79.31429924,18.53033944,102.237236497716
"sub-024","ses-4","run-01","P3","Cathode3","Kira","manually",-37,-99,74,129.01937838945
"sub-024","ses-4","run-01","P3","Cathode3","Network","full-automated",-32.93229015,-95.30508373,72.33785026,124.098184110584
"sub-024","ses-4","run-02","P3","Anode","Kira","manually",-70,-83,59,123.571841452655
"sub-024","ses-4","run-02","P3","Anode","Network","full-automated",-60.3234329,-80.50478987,58.30043167,116.270710334813
